Número de Pedido	ID del Cliente	Tipo de Compra	SKU	Categoría de Descuento	Ingresos	Unidades	Costo del Producto	Costo de Envio	Costo Empaque	Fecha de Pedido	Fecha de Envio	Fecha de Llegada	País	Ciudad
98086755	536970848	"Normal"	"L03"	"Non"	89,97	3	8,61	6,61	2	2005-08-24 00:00:00.000	2005-08-27 00:00:00.000	2005-09-07 00:00:00.000	"Venezuela"	"Caracas"
98086676	777931056	"Normal"	"L03"	"Non"	89,97	3	6,99	4,99	2	2005-09-16 00:00:00.000	2005-09-17 00:00:00.000	2005-09-24 00:00:00.000	"Chile"	"Viña del Mar"
98086292	451629037	"Normal"	"L03"	"Non"	89,97	3	7,88	6,88	2	2005-12-24 00:00:00.000	2005-12-27 00:00:00.000	2006-01-13 00:00:00.000	"Ecuador"	"Quito"
98086269	465708582	"Normal"	"L03"	"Non"	89,97	3	6,84	6,84	2	2006-01-02 00:00:00.000	2006-01-04 00:00:00.000	2006-01-13 00:00:00.000	"Ecuador"	"Quito"
98086130	536970848	"Normal"	"L03"	"Non"	89,97	3	8,45	4,45	2	2006-02-06 00:00:00.000	2006-02-09 00:00:00.000	2006-02-17 00:00:00.000	"Paraguay"	"Asunción"
98084528	579819412	"Normal"	"L03"	"Non"	89,97	3	7,99	5,99	2	2007-04-12 00:00:00.000	2007-04-15 00:00:00.000	2007-04-23 00:00:00.000	"Uruguay"	"Montevideo"
98084222	605633342	"Normal"	"L03"	"Non"	89,97	3	8,99	5,99	2	2007-07-11 00:00:00.000	2007-07-13 00:00:00.000	2007-07-29 00:00:00.000	"Ecuador"	"Quito"
98084114	197732829	"Normal"	"L03"	"Non"	89,97	3	7,61	6,61	2	2007-08-12 00:00:00.000	2007-08-15 00:00:00.000	2007-08-27 00:00:00.000	"Paraguay"	"Asunción"
98083848	777301763	"Normal"	"L03"	"Non"	89,97	3	8,55	5,55	2	2007-10-24 00:00:00.000	2007-10-27 00:00:00.000	2007-11-03 00:00:00.000	"Argentina"	"Rosario"
98083788	749092605	"Normal"	"L03"	"Non"	89,97	3	9,12	4,12	2	2007-11-05 00:00:00.000	2007-11-08 00:00:00.000	2007-11-27 00:00:00.000	"Uruguay"	"Montevideo"
98083375	707476699	"Normal"	"L03"	"Non"	89,97	3	9	4	2	2008-03-02 00:00:00.000	2008-03-05 00:00:00.000	2008-03-23 00:00:00.000	"Paraguay"	"Asunción"
98082977	458554212	"Normal"	"L03"	"Non"	89,97	3	7,68	3,68	2	2008-06-15 00:00:00.000	2008-06-17 00:00:00.000	2008-07-05 00:00:00.000	"Chile"	"Viña del Mar"
98082619	667298873	"Normal"	"L03"	"Non"	89,97	3	8,65	4,65	2	2008-09-21 00:00:00.000	2008-09-23 00:00:00.000	2008-10-03 00:00:00.000	"Argentina"	"Rosario"
98082253	582922821	"Normal"	"L03"	"Non"	89,97	3	7,88	4,88	2	2008-12-27 00:00:00.000	2008-12-28 00:00:00.000	2009-01-16 00:00:00.000	"Brasil"	"Rio"
98081600	217563390	"Normal"	"L03"	"Non"	89,97	3	5,99	4,99	2	2009-06-15 00:00:00.000	2009-06-17 00:00:00.000	2009-07-01 00:00:00.000	"Ecuador"	"Quito"
98079920	531720979	"Normal"	"L03"	"Non"	89,97	3	5,55	4,55	2	2010-06-03 00:00:00.000	2010-06-06 00:00:00.000	2010-06-17 00:00:00.000	"Ecuador"	"Quito"
98079701	733351455	"Normal"	"L03"	"Non"	89,97	3	9,65	4,65	2	2010-07-22 00:00:00.000	2010-07-24 00:00:00.000	2010-08-06 00:00:00.000	"Brasil"	"Rio"
98079407	296364886	"Normal"	"L03"	"Non"	89,97	3	9,9	6,9	2	2010-09-21 00:00:00.000	2010-09-24 00:00:00.000	2010-10-14 00:00:00.000	"Colombia"	"Medellín"
98078838	695360223	"Normal"	"L03"	"Non"	89,97	3	6,99	5,99	2	2011-01-26 00:00:00.000	2011-01-29 00:00:00.000	2016-06-04 00:00:00.000	"Uruguay"	"Montevideo"
98078735	391506118	"Normal"	"L03"	"Non"	89,97	3	7,86	3,86	2	2011-02-14 00:00:00.000	2011-02-17 00:00:00.000	2011-03-02 00:00:00.000	"Perú"	"Lima"
98078685	453512131	"Normal"	"L03"	"Non"	89,97	3	6,58	5,58	2	2011-02-25 00:00:00.000	2011-02-26 00:00:00.000	2011-03-14 00:00:00.000	"Argentina"	"Rosario"
98078497	233460961	"Normal"	"L03"	"Non"	89,97	3	8,58	6,58	2	2011-04-05 00:00:00.000	2011-04-06 00:00:00.000	2011-04-22 00:00:00.000	"Perú"	"Lima"
98078019	619383446	"Normal"	"L03"	"Non"	89,97	3	6,45	5,45	2	2011-07-13 00:00:00.000	2011-07-16 00:00:00.000	2011-07-30 00:00:00.000	"Chile"	"Viña del Mar"
98077674	189635244	"Normal"	"L03"	"Non"	89,97	3	8,75	6,75	2	2011-09-23 00:00:00.000	2011-09-25 00:00:00.000	2011-10-08 00:00:00.000	"Chile"	"Viña del Mar"
98077167	370008934	"Normal"	"L03"	"Non"	89,97	3	6,55	6,55	2	2012-01-13 00:00:00.000	2012-01-15 00:00:00.000	2016-09-08 00:00:00.000	"Uruguay"	"Montevideo"
98077092	139149235	"Normal"	"L03"	"Non"	89,97	3	6,99	3,99	2	2012-01-30 00:00:00.000	2012-01-31 00:00:00.000	2012-02-16 00:00:00.000	"Perú"	"Lima"
98074907	327658904	"Normal"	"L03"	"Non"	89,97	3	8,86	5,86	2	2013-04-29 00:00:00.000	2013-04-30 00:00:00.000	2013-05-16 00:00:00.000	"Paraguay"	"Asunción"
98074725	550048793	"Normal"	"L03"	"Non"	89,97	3	5,68	3,68	2	2013-06-03 00:00:00.000	2013-06-06 00:00:00.000	2017-01-19 00:00:00.000	"Ecuador"	"Quito"
98074607	783214027	"Normal"	"L03"	"Non"	89,97	3	6,58	6,58	2	2013-06-28 00:00:00.000	2013-06-30 00:00:00.000	2017-01-26 00:00:00.000	"Argentina"	"Rosario"
98074198	792787007	"Normal"	"L03"	"Non"	89,97	3	6,1	3,1	2	2013-09-23 00:00:00.000	2013-09-24 00:00:00.000	2013-10-05 00:00:00.000	"Paraguay"	"Asunción"
98074080	749092605	"Normal"	"L03"	"Non"	89,97	3	9,12	4,12	2	2013-10-17 00:00:00.000	2013-10-19 00:00:00.000	2013-11-02 00:00:00.000	"Uruguay"	"Montevideo"
98073747	353597252	"Normal"	"L03"	"Non"	89,97	3	5,65	6,65	2	2013-12-26 00:00:00.000	2013-12-29 00:00:00.000	2014-01-17 00:00:00.000	"Venezuela"	"Caracas"
98073123	189635244	"Normal"	"L03"	"Non"	89,97	3	6,45	3,45	2	2014-04-19 00:00:00.000	2014-04-22 00:00:00.000	2018-05-13 00:00:00.000	"Uruguay"	"Montevideo"
98072639	452241159	"Normal"	"L03"	"Non"	89,97	3	6,33	6,33	2	2014-07-15 00:00:00.000	2014-07-17 00:00:00.000	2014-08-05 00:00:00.000	"Venezuela"	"Caracas"
98072527	675665654	"Normal"	"L03"	"Non"	89,97	3	9,45	3,45	2	2014-08-02 00:00:00.000	2014-08-04 00:00:00.000	2014-08-20 00:00:00.000	"Perú"	"Lima"
98072519	140565407	"Normal"	"L03"	"Non"	89,97	3	6,36	4,36	2	2014-08-02 00:00:00.000	2014-08-05 00:00:00.000	2014-08-23 00:00:00.000	"Chile"	"Viña del Mar"
98072090	568892827	"Normal"	"L03"	"Non"	89,97	3	5,84	4,84	2	2014-10-21 00:00:00.000	2014-10-24 00:00:00.000	2017-06-04 00:00:00.000	"Argentina"	"Rosario"
98071588	216955161	"Normal"	"L03"	"Non"	89,97	3	9	5	2	2015-01-18 00:00:00.000	2015-01-19 00:00:00.000	2015-02-01 00:00:00.000	"Ecuador"	"Quito"
98071475	471492301	"Normal"	"L03"	"Non"	89,97	3	9,65	3,65	2	2015-02-03 00:00:00.000	2015-02-04 00:00:00.000	2015-02-24 00:00:00.000	"Ecuador"	"Quito"
98071459	605633342	"Normal"	"L03"	"Non"	89,97	3	7,68	3,68	2	2015-02-06 00:00:00.000	2015-02-07 00:00:00.000	2017-09-26 00:00:00.000	"Chile"	"Viña del Mar"
98071389	684389929	"Normal"	"L03"	"Non"	89,97	3	9,99	3,99	2	2015-02-14 00:00:00.000	2015-02-17 00:00:00.000	2015-02-25 00:00:00.000	"Argentina"	"Rosario"
98071020	514668821	"Normal"	"L03"	"Non"	89,97	3	8,33	3,33	2	2015-04-10 00:00:00.000	2015-04-12 00:00:00.000	2015-04-19 00:00:00.000	"Argentina"	"Rosario"
98070783	605633342	"Normal"	"L03"	"Non"	89,97	3	8,61	6,61	2	2015-05-17 00:00:00.000	2015-05-18 00:00:00.000	2017-07-27 00:00:00.000	"Chile"	"Viña del Mar"
98070713	131591686	"Normal"	"L03"	"Non"	89,97	3	9,22	5,22	2	2015-05-27 00:00:00.000	2015-05-29 00:00:00.000	2017-08-03 00:00:00.000	"Colombia"	"Medellín"
98070592	404435455	"Normal"	"L03"	"Non"	89,97	3	9,36	4,36	2	2015-06-12 00:00:00.000	2015-06-15 00:00:00.000	2015-07-04 00:00:00.000	"Ecuador"	"Quito"
98070385	476846252	"Normal"	"L03"	"Non"	89,97	3	5,65	5,65	2	2015-07-17 00:00:00.000	2015-07-18 00:00:00.000	2017-11-15 00:00:00.000	"Perú"	"Lima"
98070049	529333105	"Normal"	"L03"	"Non"	89,97	3	8,45	3,45	2	2015-09-03 00:00:00.000	2015-09-05 00:00:00.000	2015-09-17 00:00:00.000	"Chile"	"Viña del Mar"
98069874	618976416	"Normal"	"L03"	"Non"	89,97	3	7,99	5,99	2	2015-10-01 00:00:00.000	2015-10-02 00:00:00.000	2015-10-22 00:00:00.000	"Uruguay"	"Montevideo"
98069772	277084893	"Normal"	"L03"	"Non"	89,97	3	8,84	4,84	2	2015-10-16 00:00:00.000	2015-10-17 00:00:00.000	2015-10-24 00:00:00.000	"Chile"	"Viña del Mar"
98094222	193322802	"Normal"	"L03"	"Non"	89,97	3	8,65	5,65	3	1999-12-25 00:00:00.000	1999-12-28 00:00:00.000	2000-01-11 00:00:00.000	"Ecuador"	"Quito"
98094220	308322096	"Normal"	"L03"	"Non"	89,97	3	6,58	4,58	3	1999-12-28 00:00:00.000	1999-12-29 00:00:00.000	2000-01-09 00:00:00.000	"Brasil"	"Rio"
98093936	308322096	"Normal"	"L03"	"Non"	89,97	3	8,58	5,58	3	2000-03-15 00:00:00.000	2000-03-17 00:00:00.000	2000-03-31 00:00:00.000	"Argentina"	"Rosario"
98093709	361586823	"Normal"	"L03"	"Non"	89,97	3	5,45	6,45	3	2000-05-22 00:00:00.000	2000-05-25 00:00:00.000	2000-06-10 00:00:00.000	"Colombia"	"Medellín"
98093443	277084893	"Normal"	"L03"	"Non"	89,97	3	5	3	3	2000-08-04 00:00:00.000	2000-08-05 00:00:00.000	2000-08-13 00:00:00.000	"Venezuela"	"Caracas"
98092788	448346508	"Normal"	"L03"	"Non"	89,97	3	6,2	5,2	3	2001-02-02 00:00:00.000	2001-02-05 00:00:00.000	2001-02-24 00:00:00.000	"Chile"	"Viña del Mar"
98092556	674803177	"Normal"	"L03"	"Non"	89,97	3	6,9	3,9	3	2001-04-05 00:00:00.000	2001-04-07 00:00:00.000	2001-04-26 00:00:00.000	"Uruguay"	"Montevideo"
98091729	890670789	"Normal"	"L03"	"Non"	89,97	3	6	3	3	2001-12-01 00:00:00.000	2001-12-04 00:00:00.000	2001-12-22 00:00:00.000	"Perú"	"Lima"
98091245	605633342	"Normal"	"L03"	"Non"	89,97	3	9,55	5,55	3	2002-04-02 00:00:00.000	2002-04-04 00:00:00.000	2002-04-14 00:00:00.000	"Venezuela"	"Caracas"
98090760	790342421	"Normal"	"L03"	"Non"	89,97	3	8	5	3	2002-08-10 00:00:00.000	2002-08-12 00:00:00.000	2002-09-01 00:00:00.000	"Colombia"	"Medellín"
98090538	612686122	"Normal"	"L03"	"Non"	89,97	3	8,14	6,14	3	2002-10-10 00:00:00.000	2002-10-11 00:00:00.000	2002-10-24 00:00:00.000	"Brasil"	"Rio"
98089981	378428659	"Normal"	"L03"	"Non"	89,97	3	5,2	3,2	3	2003-03-23 00:00:00.000	2003-03-26 00:00:00.000	2003-04-13 00:00:00.000	"Perú"	"Lima"
98089531	685203305	"Normal"	"L03"	"Non"	89,97	3	9,55	5,55	3	2003-07-20 00:00:00.000	2003-07-22 00:00:00.000	2003-08-01 00:00:00.000	"Paraguay"	"Asunción"
98089431	683896944	"Normal"	"L03"	"Non"	89,97	3	7	5	3	2003-08-17 00:00:00.000	2003-08-19 00:00:00.000	2003-09-03 00:00:00.000	"Venezuela"	"Caracas"
98089370	293195079	"Normal"	"L03"	"Non"	89,97	3	5,58	4,58	3	2003-09-01 00:00:00.000	2003-09-03 00:00:00.000	2003-09-12 00:00:00.000	"Venezuela"	"Caracas"
98089305	543794562	"Normal"	"L03"	"Non"	89,97	3	8	4	3	2003-09-22 00:00:00.000	2003-09-23 00:00:00.000	2003-10-03 00:00:00.000	"Colombia"	"Medellín"
98088891	598384221	"Normal"	"L03"	"Non"	89,97	3	6,99	3,99	3	2004-01-08 00:00:00.000	2004-01-09 00:00:00.000	2004-01-27 00:00:00.000	"Argentina"	"Rosario"
98087898	597467509	"Normal"	"L03"	"Non"	89,97	3	6,84	4,84	3	2004-10-06 00:00:00.000	2004-10-07 00:00:00.000	2004-10-24 00:00:00.000	"Uruguay"	"Montevideo"
98087820	411774575	"Normal"	"L03"	"Non"	89,97	3	9,99	4,99	3	2004-10-30 00:00:00.000	2004-11-02 00:00:00.000	2004-11-10 00:00:00.000	"Ecuador"	"Quito"
98087759	890670789	"Normal"	"L03"	"Non"	89,97	3	5,65	6,65	3	2004-11-18 00:00:00.000	2004-11-21 00:00:00.000	2004-12-04 00:00:00.000	"Paraguay"	"Asunción"
98087086	794504735	"Normal"	"L03"	"Non"	89,97	3	5,99	4,99	3	2005-05-20 00:00:00.000	2005-05-23 00:00:00.000	2005-06-04 00:00:00.000	"Uruguay"	"Montevideo"
98086966	314072367	"Normal"	"L03"	"Non"	89,97	3	5,22	5,22	3	2005-06-28 00:00:00.000	2005-06-29 00:00:00.000	2005-07-07 00:00:00.000	"Colombia"	"Medellín"
98086770	761266512	"Normal"	"L03"	"Non"	89,97	3	9,88	4,88	3	2005-08-19 00:00:00.000	2005-08-22 00:00:00.000	2005-08-30 00:00:00.000	"Chile"	"Viña del Mar"
98086695	140565407	"Normal"	"L03"	"Non"	89,97	3	9,12	4,12	3	2005-09-09 00:00:00.000	2005-09-10 00:00:00.000	2005-09-22 00:00:00.000	"Uruguay"	"Montevideo"
98086616	367570195	"Normal"	"L03"	"Non"	89,97	3	7	5	3	2005-10-05 00:00:00.000	2005-10-07 00:00:00.000	2005-10-16 00:00:00.000	"Colombia"	"Medellín"
98086546	126420846	"Normal"	"L03"	"Non"	89,97	3	9,45	5,45	3	2005-10-21 00:00:00.000	2005-10-24 00:00:00.000	2005-11-04 00:00:00.000	"Colombia"	"Medellín"
98086528	405991354	"Normal"	"L03"	"Non"	89,97	3	9,45	5,45	3	2005-10-25 00:00:00.000	2005-10-26 00:00:00.000	2005-11-06 00:00:00.000	"Colombia"	"Medellín"
98086087	405991354	"Normal"	"L03"	"Non"	89,97	3	6,22	4,22	3	2006-02-22 00:00:00.000	2006-02-23 00:00:00.000	2006-03-14 00:00:00.000	"Venezuela"	"Caracas"
98085993	618657661	"Normal"	"L03"	"Non"	89,97	3	6,61	6,61	3	2006-03-20 00:00:00.000	2006-03-23 00:00:00.000	2006-04-02 00:00:00.000	"Colombia"	"Medellín"
98085981	875729150	"Normal"	"L03"	"Non"	89,97	3	7,22	6,22	3	2006-03-26 00:00:00.000	2006-03-27 00:00:00.000	2006-04-16 00:00:00.000	"Colombia"	"Medellín"
98085750	549442190	"Normal"	"L03"	"Non"	89,97	3	8,9	4,9	3	2006-05-26 00:00:00.000	2006-05-29 00:00:00.000	2006-06-11 00:00:00.000	"Paraguay"	"Asunción"
98085548	145148150	"Normal"	"L03"	"Non"	89,97	3	9,68	4,68	3	2006-07-26 00:00:00.000	2006-07-27 00:00:00.000	2006-08-12 00:00:00.000	"Ecuador"	"Quito"
98085522	510773995	"Normal"	"L03"	"Non"	89,97	3	9,68	5,68	3	2006-07-31 00:00:00.000	2006-08-01 00:00:00.000	2006-08-14 00:00:00.000	"Brasil"	"Rio"
98085493	674406500	"Normal"	"L03"	"Non"	89,97	3	9,84	6,84	3	2006-08-07 00:00:00.000	2006-08-09 00:00:00.000	2006-08-23 00:00:00.000	"Venezuela"	"Caracas"
98085424	440340658	"Normal"	"L03"	"Non"	89,97	3	9,22	6,22	3	2006-08-21 00:00:00.000	2006-08-24 00:00:00.000	2006-09-07 00:00:00.000	"Venezuela"	"Caracas"
98085393	579052388	"Normal"	"L03"	"Non"	89,97	3	5,75	4,75	3	2006-08-29 00:00:00.000	2006-09-01 00:00:00.000	2006-09-10 00:00:00.000	"Chile"	"Viña del Mar"
98085287	695668764	"Normal"	"L03"	"Non"	89,97	3	6,88	4,88	3	2006-09-25 00:00:00.000	2006-09-28 00:00:00.000	2006-10-15 00:00:00.000	"Ecuador"	"Quito"
98084812	499023098	"Normal"	"L03"	"Non"	89,97	3	6	5	3	2007-01-28 00:00:00.000	2007-01-29 00:00:00.000	2007-02-13 00:00:00.000	"Chile"	"Viña del Mar"
98084813	529333105	"Normal"	"L03"	"Non"	89,97	3	6,86	5,86	3	2007-01-28 00:00:00.000	2007-01-29 00:00:00.000	2007-02-16 00:00:00.000	"Perú"	"Lima"
98084529	898039697	"Normal"	"L03"	"Non"	89,97	3	8,88	5,88	3	2007-04-14 00:00:00.000	2007-04-15 00:00:00.000	2007-04-27 00:00:00.000	"Uruguay"	"Montevideo"
98084515	465708582	"Normal"	"L03"	"Non"	89,97	3	8,61	5,61	3	2007-04-17 00:00:00.000	2007-04-19 00:00:00.000	2007-05-02 00:00:00.000	"Chile"	"Viña del Mar"
98083827	768841972	"Normal"	"L03"	"Non"	89,97	3	8,99	3,99	3	2007-10-31 00:00:00.000	2007-11-01 00:00:00.000	2007-11-20 00:00:00.000	"Perú"	"Lima"
98083667	655183893	"Normal"	"L03"	"Non"	89,97	3	7,58	3,58	3	2007-12-07 00:00:00.000	2007-12-10 00:00:00.000	2007-12-25 00:00:00.000	"Uruguay"	"Montevideo"
98082767	777301763	"Normal"	"L03"	"Non"	89,97	3	9,75	3,75	3	2008-08-12 00:00:00.000	2008-08-15 00:00:00.000	2008-08-30 00:00:00.000	"Perú"	"Lima"
98082592	568892827	"Normal"	"L03"	"Non"	89,97	3	8,86	4,86	3	2008-09-28 00:00:00.000	2008-10-01 00:00:00.000	2008-10-09 00:00:00.000	"Ecuador"	"Quito"
98081602	162761785	"Normal"	"L03"	"Non"	89,97	3	9,55	5,55	3	2009-06-13 00:00:00.000	2009-06-16 00:00:00.000	2009-06-27 00:00:00.000	"Brasil"	"Rio"
98081500	768841972	"Normal"	"L03"	"Non"	89,97	3	8,9	5,9	3	2009-07-14 00:00:00.000	2009-07-16 00:00:00.000	2016-01-07 00:00:00.000	"Ecuador"	"Quito"
98081490	674406500	"Normal"	"L03"	"Non"	89,97	3	8,73	5,73	3	2009-07-15 00:00:00.000	2009-07-18 00:00:00.000	2009-08-02 00:00:00.000	"Chile"	"Viña del Mar"
98081394	367478878	"Normal"	"L03"	"Non"	89,97	3	7,61	4,61	3	2009-08-06 00:00:00.000	2009-08-07 00:00:00.000	2009-08-20 00:00:00.000	"Ecuador"	"Quito"
98080807	296364886	"Normal"	"L03"	"Non"	89,97	3	7,1	3,1	3	2009-12-11 00:00:00.000	2009-12-14 00:00:00.000	2016-02-10 00:00:00.000	"Colombia"	"Medellín"
98080704	417364182	"Normal"	"L03"	"Non"	89,97	3	8	7	3	2009-12-29 00:00:00.000	2010-01-01 00:00:00.000	2016-02-14 00:00:00.000	"Colombia"	"Medellín"
98080603	514251801	"Normal"	"L03"	"Non"	89,97	3	9,12	6,12	3	2010-01-17 00:00:00.000	2010-01-20 00:00:00.000	2016-03-02 00:00:00.000	"Venezuela"	"Caracas"
98080588	597467509	"Normal"	"L03"	"Non"	89,97	3	8,22	4,22	3	2010-01-21 00:00:00.000	2010-01-23 00:00:00.000	2016-02-21 00:00:00.000	"Ecuador"	"Quito"
98080487	194398828	"Normal"	"L03"	"Non"	89,97	3	9,86	5,86	3	2010-02-10 00:00:00.000	2010-02-13 00:00:00.000	2010-02-23 00:00:00.000	"Paraguay"	"Asunción"
98080391	619383446	"Normal"	"L03"	"Non"	89,97	3	5,88	6,88	3	2010-03-03 00:00:00.000	2010-03-05 00:00:00.000	2010-03-25 00:00:00.000	"Argentina"	"Rosario"
98080280	777931056	"Normal"	"L03"	"Non"	89,97	3	5,84	5,84	3	2010-03-24 00:00:00.000	2010-03-25 00:00:00.000	2016-03-08 00:00:00.000	"Argentina"	"Rosario"
98079793	688783313	"Normal"	"L03"	"Non"	89,97	3	7,33	4,33	3	2010-07-02 00:00:00.000	2010-07-03 00:00:00.000	2010-07-22 00:00:00.000	"Colombia"	"Medellín"
98079335	275323921	"Normal"	"L03"	"Non"	89,97	3	5,14	4,14	3	2010-10-09 00:00:00.000	2010-10-10 00:00:00.000	2016-05-08 00:00:00.000	"Ecuador"	"Quito"
98079163	579819412	"Normal"	"L03"	"Non"	89,97	3	7,58	3,58	3	2010-11-14 00:00:00.000	2010-11-16 00:00:00.000	2010-11-27 00:00:00.000	"Uruguay"	"Montevideo"
98079132	615575696	"Normal"	"L03"	"Non"	89,97	3	5,55	3,55	3	2010-11-20 00:00:00.000	2010-11-22 00:00:00.000	2010-12-11 00:00:00.000	"Perú"	"Lima"
98079111	568892827	"Normal"	"L03"	"Non"	89,97	3	8,99	3,99	3	2010-11-27 00:00:00.000	2010-11-28 00:00:00.000	2010-12-12 00:00:00.000	"Ecuador"	"Quito"
98078953	588854897	"Normal"	"L03"	"Non"	89,97	3	9,99	5,99	3	2010-12-31 00:00:00.000	2011-01-03 00:00:00.000	2011-01-11 00:00:00.000	"Ecuador"	"Quito"
98078753	360318072	"Normal"	"L03"	"Non"	89,97	3	7,65	4,65	3	2011-02-12 00:00:00.000	2011-02-14 00:00:00.000	2011-03-06 00:00:00.000	"Uruguay"	"Montevideo"
98077297	162737049	"Normal"	"L03"	"Non"	89,97	3	5,25	5,25	3	2011-12-18 00:00:00.000	2011-12-19 00:00:00.000	2012-01-06 00:00:00.000	"Paraguay"	"Asunción"
98076903	555364119	"Normal"	"L03"	"Non"	89,97	3	6	7	3	2012-03-11 00:00:00.000	2012-03-12 00:00:00.000	2012-03-26 00:00:00.000	"Venezuela"	"Caracas"
98076241	353597252	"Normal"	"L03"	"Non"	89,97	3	8,45	6,45	3	2012-07-29 00:00:00.000	2012-07-31 00:00:00.000	2012-08-14 00:00:00.000	"Uruguay"	"Montevideo"
98076101	792787007	"Normal"	"L03"	"Non"	89,97	3	8,22	6,22	3	2012-08-29 00:00:00.000	2012-09-01 00:00:00.000	2012-09-11 00:00:00.000	"Colombia"	"Medellín"
98075846	615575696	"Normal"	"L03"	"Non"	89,97	3	9,84	5,84	3	2012-10-18 00:00:00.000	2012-10-20 00:00:00.000	2016-11-16 00:00:00.000	"Brasil"	"Rio"
98075731	485015128	"Normal"	"L03"	"Non"	89,97	3	8,45	3,45	3	2012-11-09 00:00:00.000	2012-11-11 00:00:00.000	2012-11-26 00:00:00.000	"Paraguay"	"Asunción"
98075637	541065853	"Normal"	"L03"	"Non"	89,97	3	9,45	3,45	3	2012-11-29 00:00:00.000	2012-12-02 00:00:00.000	2012-12-15 00:00:00.000	"Colombia"	"Medellín"
98074865	400089838	"Normal"	"L03"	"Non"	89,97	3	10	6	3	2013-05-06 00:00:00.000	2013-05-08 00:00:00.000	2017-01-06 00:00:00.000	"Colombia"	"Medellín"
98074849	238517106	"Normal"	"L03"	"Non"	89,97	3	7,99	5,99	3	2013-05-09 00:00:00.000	2013-05-11 00:00:00.000	2013-05-27 00:00:00.000	"Paraguay"	"Asunción"
98074641	655183893	"Normal"	"L03"	"Non"	89,97	3	5,89	6,89	3	2013-06-21 00:00:00.000	2013-06-22 00:00:00.000	2013-07-09 00:00:00.000	"Venezuela"	"Caracas"
98074000	733376144	"Normal"	"L03"	"Non"	89,97	3	10	3	3	2013-11-03 00:00:00.000	2013-11-06 00:00:00.000	2013-11-22 00:00:00.000	"Brasil"	"Rio"
98073669	189635244	"Normal"	"L03"	"Non"	89,97	3	5,9	5,9	3	2014-01-10 00:00:00.000	2014-01-13 00:00:00.000	2014-01-26 00:00:00.000	"Ecuador"	"Quito"
98073614	378428659	"Normal"	"L03"	"Non"	89,97	3	6,55	4,55	3	2014-01-23 00:00:00.000	2014-01-24 00:00:00.000	2017-03-18 00:00:00.000	"Brasil"	"Rio"
98073583	702980227	"Normal"	"L03"	"Non"	89,97	3	7	6	3	2014-01-27 00:00:00.000	2014-01-29 00:00:00.000	2014-02-12 00:00:00.000	"Ecuador"	"Quito"
98071777	541065853	"Normal"	"L03"	"Non"	89,97	3	6,33	5,33	3	2014-12-15 00:00:00.000	2014-12-18 00:00:00.000	2015-01-04 00:00:00.000	"Perú"	"Lima"
98071404	535619292	"Normal"	"L03"	"Non"	89,97	3	7	4	3	2015-02-12 00:00:00.000	2015-02-15 00:00:00.000	2017-06-29 00:00:00.000	"Paraguay"	"Asunción"
98071229	535619292	"Normal"	"L03"	"Non"	89,97	3	9	3	3	2015-03-11 00:00:00.000	2015-03-13 00:00:00.000	2015-04-01 00:00:00.000	"Colombia"	"Medellín"
98071193	448635016	"Normal"	"L03"	"Non"	89,97	3	8,73	4,73	3	2015-03-16 00:00:00.000	2015-03-19 00:00:00.000	2017-07-06 00:00:00.000	"Colombia"	"Medellín"
98071088	514251801	"Normal"	"L03"	"Non"	89,97	3	5,45	4,45	3	2015-04-02 00:00:00.000	2015-04-03 00:00:00.000	2015-04-23 00:00:00.000	"Argentina"	"Rosario"
98071043	549059705	"Normal"	"L03"	"Non"	89,97	3	6,61	4,61	3	2015-04-09 00:00:00.000	2015-04-10 00:00:00.000	2017-10-16 00:00:00.000	"Venezuela"	"Caracas"
98070655	356712807	"Normal"	"L03"	"Non"	89,97	3	8,61	6,61	3	2015-06-04 00:00:00.000	2015-06-06 00:00:00.000	2015-06-22 00:00:00.000	"Chile"	"Viña del Mar"
98070634	821972070	"Normal"	"L03"	"Non"	89,97	3	5,86	6,86	3	2015-06-08 00:00:00.000	2015-06-09 00:00:00.000	2015-06-28 00:00:00.000	"Colombia"	"Medellín"
98070482	162737049	"Normal"	"L03"	"Non"	89,97	3	6,55	3,55	3	2015-07-01 00:00:00.000	2015-07-02 00:00:00.000	2015-07-10 00:00:00.000	"Chile"	"Viña del Mar"
98070119	172950136	"Normal"	"L03"	"Non"	89,97	3	7,99	4,99	3	2015-08-25 00:00:00.000	2015-08-27 00:00:00.000	2017-08-23 00:00:00.000	"Brasil"	"Rio"
98070030	367570195	"Normal"	"L03"	"Non"	89,97	3	7	4	3	2015-09-08 00:00:00.000	2015-09-09 00:00:00.000	2015-09-16 00:00:00.000	"Paraguay"	"Asunción"
98069676	440340658	"Normal"	"L03"	"Non"	89,97	3	9,89	5,89	3	2015-10-28 00:00:00.000	2015-10-31 00:00:00.000	2015-11-11 00:00:00.000	"Ecuador"	"Quito"
98069670	579052388	"Normal"	"L03"	"Non"	89,97	3	8,55	4,55	3	2015-10-31 00:00:00.000	2015-11-02 00:00:00.000	2018-03-27 00:00:00.000	"Colombia"	"Medellín"
98094208	892235684	"Normal"	"L07"	"Non"	37,89	1	5,36	3,36	3	1999-12-29 00:00:00.000	1999-12-31 00:00:00.000	2000-01-18 00:00:00.000	"Paraguay"	"Asunción"
